17,17
3,26
3,2
3,12
4083,4
1,27
4083,4
5,4016
26,2135
1,1005
1,2
8,8
17,17
4003,4005
1,2
5,3898
20,1058
1,2
3,1342
3,5
3,6
1,724
3,4024
3,17
6,4084
3,875
4,4
1,1322
1,2
2138,1005
20,20
3,24
1,1322
2,4
2,4
1,4016
3,7
1,17
3,628
3,2
886,628
3,1924
3,8
4,4
27,33
5,5
1,4081
1,1963
6,6
1,875
4,4
17,17
4083,4080
2,2
5,875
4058,4027
1,4018
4084,4087
3,17
1,5
3,6
3,3
1,724
2022,4018
20,20
21,21
2022,4018
20,20
3,2
3,7
3,4
1,5
3,14
1,1005
3,31
27,33
6,6
5,5
3,17
3,875
1,4018
17,17
1,4016
1,1
1,26
4083,4080
2,5
1,26
3,20
3,3
3,875
1,916
14,14
82,82
1,4
4083,4080
3,18
3,1005
1,4
1,5
4083,3
3,3
3,916
3,4
1,3
3,23
1,6
1,27
3,2
3,17
5,2
4083,4080
4080,4090
14,17
27,27
1,1
4091,4093
43,1929
4,4
3,1707
1,4
3,1531
5,5
3,5
3,4
3,7
3,17
1,43
1,4005
1,17
1,17
3,3
3,2
3,1531
3,7
3,4
3,18
1,1
1,3
3,1
3,17
3,20
5,4
2,2
2,460
17,17
3,4080
1,27
1,20
21,5
3,8
3,6
18,18
3,43
3,6
20,20
43,43
17,17
43,43
1,20
1,20
3,1576
3,628
6,6
3301,3398
3301,3398
1,4045
3,5
1,1666
27,589
1,875
1,4087
17,17
3,916
3,2000
17,17
1,27
1,1218
11,11
26,26
17,17
1,82
1,2
4058,4027
3,5
1,8
3,17
2,4
1,2594
3,3
1,3
3,5
21,3
1176,724
2,3
3,4090
1,43
1,4085
1,4076
1,2
11,11
1,4093
1,4093
1,6
5,26
6,6
3,17
1,916
5,18
20,20
6,4080
5,4
3,3
3,2583
5,4
1,5
20,20
6,6
4080,4090
1,1322
1,4088
20,20
5,4
3,4087
6,6
1,4088
3,3
20,20
12,12
20,20
1,4
1,1
1,4
1,1
1,6
17,17
3,14
5,2
27,27
1,4090
1,1576
5,3
2,2
1,628
3,2
3,3
6,6
1,17
27,31
1,550
26,26
17,17
3,916
1,1058
7,2
4084,4088
3,242
3,2135
1,1
3,1924
3,628
3,6
3,1
1,21
1,82
6,6
3,5
3,14
1,43
1,4005
1,46
530,1531
1618,1342
3,5
3,1924
3,17
3,27
1,1924
1,6
1,20
3,4084
5,2264
3,3
3,1531
4091,4093
3,20
3,5
3,18
3,4018
3,1531
3,1531
3,5
3,628
21,21
1,20
85,85
3,1531
3,1342
1,303
1,1576
1,4018
1,4018
3,1322
82,91
3,17
1167,1363
46,46
2022,1963
1,2
26,26
2,1058
3,4087
3,2
1,4
3,4
3,4
3,4
3,8
3,21
3,5
3,11
3,5
3,5
3,1342
886,2
3,5
3,3
3,5
2138,1005
3,27
20,20
1877,5
17,17
1,14
1,6
20,20
8,8
3,3
11,11
3,2
3,4
3,4
3,3
3,31
1,1218
1,1
17,3
17,17
43,904
1,26
1,18
3,12
3,1322
3,1322
3,15
3,2
2,2
1,31
3,1
1,6
1,4081
3,5
3,5
3,17
20,550
1,18
3,1
1,18
5,21
3,1322
1,18
3,550
3,3
3,18
3,3
20,20
1,916
1,82
20,20
1,916
3,17
1,9
3,3
3,3
3,6
3,14
1,1963
2,702
1,4027
4090,4087
1,4089
3,17
1,4089
3,49
1,4045
3,916
1,1
26,26
27,27
3,8
1,7
1,17
3,1
1,4005
1,21
3,23
3,2
1,6
3,628
1,1576
4016,4018
3,3
3,1322
2,2135
1,1
20,3
27,31
3,628
3,3
3,3
3,628
1,1
3,1058
4084,4088
3,7
1,4088
1,26
3,18
1,1322
1,4088
3,2
3,1342
20,20
3,4088
82,94
3,11
3,6
1,4005
3,4062
3,8
2,2
3,3
6,6
14,17
1,4088
1,1
8,8
3,7
2,2
5,5
3,1531
3,1924
3,1531
3,2
3,27
20,20
3,7
1,4080
3,17
3,916
1,46
1,589
3,4016
946,550
3,4
3,6
5,2
3,3
3,1531
3,27
3,3
3,20
1,589
4,4
6,4080
1,717
3,1531
3,1531
3,1342
3,4
17,17
1,2
1,916
4083,4080
3,4
3,6
17,23
3,550
5,2
4081,4089
3,17
3,94
23,23
1,4018
17,17
1,1322
1176,724
5,1
1,875
5,20
3,1924
1,27
3,17
1,4005
3,1924
3,5
1,2
3,589
3,4016
3,2
3,916
3,1924
3,1924
3,1531
3,550
1,2
1,4018
1,4005
1,4018
4083,4080
3,1924
5,5
3,1
1,4005
3,1531
3,1
3,3
3,1924
1,3398
2,2
1,1005
24,24
6,6
1,589
1,1
1,4088
17,17
3,6
3,1322
1,43
3,1058
3,3
3,5
1,4018
3,12
1,3
3,1
3,4080
3,3
4,4
4083,4085
3,18
1390,486
3,1
27,2
1,875
6,6
3,2
1,4005
3,7
2,3
20,20
14,14
4091,4093
82,85
1,4027
2,2
4080,4090
1,1924
1,1
20,20
4,4
3,14
4083,4080
3,1924
3,1531
3,17
5,4
3,3
1,1531
3,1531
3,1342
82,65
18,18
5,20
3,17
1,27
1,875
82,94
3,21
3,18
1,2
3,21
1,1322
3,1322
1,6
3,3
3,14
3,3
3,17
3,14
3,1
3,17
3,2
3,5
3,1576
1,589
3,1924
8,8
82,82
3,5
1,26
17,17
3,27
1,4076
1,3
4,4
5,2851
1,4085
1,1576
1,4
1,1112
8,7
1,3
1,29
1,1
4083,4080
1,4087
5,916
1,1
4081,4089
6,6
7,7
2,589
27,27
3,21
3,5
20,20
3,21
65,65
1,3
5,2397
65,65
1,3
3,7
3,20
3,1924
3,17
20,2
1,1
3,1
3,17
3,5
46,49
4090,4084
82,82
1,15
9,9
3,11
1,486
1,18
4084,4088
26,26
4,4
2,2
4,4
1,14
1,6
3,21
3,4088
3,17
1,27
3,3
3,55
3,20
1,85
4084,4089
3,1924
4090,3
20,20
27,27
3,1322
4083,4085
3,1826
1,4090
3,20
1,4018
3,17
3,5
1,808
1,589
5,18
3,23
5,7
4084,4088
1,724
3,1342
1,94
3,4
1,2
5,5
3,8
3,2
3,916
3,17
3,1924
1,8
3,17
3,5
3,3
17,17
3,1963
5,18
1,4018
1,3
1,550
3,724
17,17
18,2000
3,21
1,3
18,18
1,4053
1,4053
1,4089
20,20
3,17
1,1363
1,724
2,4
1,589
26,26
1,4018
3,1058
5,3973
1,4088
5,2836
3,5
2,3
3,1531
3,1342
27,27
17,17
82,88
3,1
1,5
20,20
3,5
3,4080
1,4088
17,17
4083,4080
1,4085
3,6
3,17
1,4005
5,4
3,17
18,18
1,1005
18,18
4084,4087
1124,1322
3,20
3,3
3,1924
3,5
3,3
3,2
3,1
6,6
3,9
17,17
4,4
4084,4088
1,1576
1,1576
1,6
1,27
1,550
1,589
18,18
4081,4089
17,17
6,6
11,11
14,14
1124,1322
2,2
2,1
3,20
3,1342
1,4005
3,3
1,2
1,3
1,4085
1,12
1,4080
1,1
3,26
1,4053
1,1
1,18
3,5
2,589
3,18
1,4088
3,1924
3,4089
3,10
3,18
1,26
1,2
3,12
17,17
3,1322
3,17
4,4
3,17
1,1
1,94
1,4088
21,21
3,20
6,6
1,4053
1,6
3,52
3,52
1,4018
3,6
3,18
1,4083
1,4083
946,550
3,8
3,4033
3,724
21,21
5,4
31,31
3,1322
18,303
3,8
3,1058
3,1924
3,2
3,2
3,916
26,26
6,4015
3,3
3,3
4003,4027
46,46
31,31
5,7
5,916
1,4024
4080,4090
1,1493
26,26
1,65
4081,5
1,4018
1,1
3,4
1,4005
1,1
4087,4083
5,303
1,4005
18,2
5,18
1,3598
18,2
5,18
1,2
3,17
17,17
26,26
20,20
946,550
5,5
5,5
1,4090
17,17
1,17
1,2
2,589
26,2
1,419
20,20
3,589
1,1963
3,4
5,2135
20,20
5,2135
20,20
1,4005
17,17
20,20
1,1322
3,21
3,2000
20,20
20,20
8,916
1,787
1,6
1,4080
1,5
1,4090
1,6
8,8
2,4
4083,4084
20,20
1,875
3,24
3075,2452
1,1
17,1322
4083,4080
1,2074
5,11
1,724
4084,4084
1,2
5,17
21,21
20,20
3,17
5,20
82,85
1,4018
1,757
5,3014
1,6
1,4089
1,1005
27,27
4083,4080
3,1322
1,26
1,4089
3,3
3,3
1,875
5,1342
3,6
3,6
3,1342
3,3
1,1
3,1531
3,14
1,4005
3,605
3,605
17,17
1,1221
5,5
3,2000
3,17
3,8
1,1
1,27
17,17
20,20
3,18
1,724
3,916
1,3
1,3
3,26
1,4005
1,17
3,3
21,2
27,26
1,4080
1,2
66,66
3,4084
3,4
3,5
3,3034
1,3034
1,2
8,18
1,1576
2,4
3,5
1,4080
1,4087
88,94
3,17
4001,4033
3,4087
3,4088
4058,4005
17,17
3,17
3,17
5,4
85,82
17,17
1,4005
3,9
4,4
1,724
3,6
3,6
3,916
1,85
1,4087
3,18
1,4080
3,12
1,4080
1,589
4083,4080
3,21
3,3
3,4084
3,21
3,875
3,3
3,5
3,875
1,4
5,916
1,589
3,916
1,3692
1,589
3,14
17,17
17,17
1,1846
1,303
3,12
1,1
3,7
1,26
3,5
17,17
1,7
1,4088
1,20
3,916
1,7
4083,4085
3,1342
3,1531
5,1342
5,5
3,1531
5,31
1176,419
17,17
20,550
1,4087
5,7
20,20
3,303
3,18
3,589
17,8
4090,4084
6,6
3,2
1,1924
1,27
8,8
4003,4005
3,916
3,3
4080,1
1,2
1,916
18,18
27,29
3,303
1,12
3,1
1,5
21,21
3,3
1,3006
20,20
2,3
26,26
26,26
26,26
1,29
82,5
1,1
1,3851
14,14
9,11
5,2
1,710
6,6
27,26
1,9
1,2135
4084,4088
1,2135
4084,4088
3,17
1,3
3,21
1,85
1,4053
1,4089
3,6
4083,4080
4080,4090
1,21
1,1
3,2
1,4
3,3
3,724
3,875
37,55
1,6
1,20
1,2264
3,6
1,27
17,17
3,12
3,20
1,724
3,20
1,5
1,4080
85,88
1,4005
1,2
21,21
20,20
21,21
20,20
20,20
5,894
27,27
17,17
3,5
21,875
3,6
3,4
5,7
1,4033
3,18
1,2
1,4018
4087,4090
1,4045
3,20
5,17
17,17
3,875
1,1
1,1
6,6
4084,4088
27,3
1,4093
1,2
1,33
3,18
3,1218
3,4087
3,46
3,1218
17,17
3,1218
1,2496
21,21
17,17
1,1924
17,17
3,18
3,5
3,5
5,2000
27,904
1,1005
6,4083
20,20
1,152
85,82
27,27
3,5
27,27
4,4
3,3
3,20
1,810
3,17
4,4
4,4
1,5
20,20
20,20
29,1058
3,1230
3,916
3,1322
3,20
2,3
3,6
3,21
3,21
27,27
46,1808
1124,2000
3,5
1,4084
4083,4080
4090,4083
4083,4080
2,2
20,20
4084,727
17,17
1,4093
1,4088
1,4085
1,3398
1,916
2,2
3,1
15,15
1,27
17,17
5,21
1,27
3,1
3,21
3,1
4084,4088
1,43
3,916
1,82
1,1
1,1975
1,1
1,1005
3,904
1,3
5,9
1,85
27,29
3,8
3,1963
3,15
3,49
3,26
1176,724
4087,1
27,724
3,2
3,1005
3,4
1,6
1,4093
3,2
1,4093
43,43
1,3
6,6
5,916
17,17
1,7
646,589
21,21
1,83
4083,4085
3,1058
1,27
3,1
3,4005
1,4080
1,1005
1,2496
3,5
5,5
3,3
4084,3
5,2496
1,1005
1,3
3,18
82,82
1054,2000
3,7
1,4053
3,2
3,11
3,1342
8,9
3,3
1,303
5,5
1,1005
1,1
1,1322
20,20
4084,4088
8,8
2,4
3,12
17,17
9,12
2,4
1877,875
4,4
1,589
26,1322
5,2672
8,8
7,7
1124,1322
1,27
3,5
5,12
1,4
3,5
1,4093
20,20
3,5
15,15
3,18
1,2
3,20
15,15
5,4
6,4084
3,17
3,8
1,2
1,1322
20,20
1,4088
5,46
3,5
3,3
1,26
1,1963
5,875
4084,4088
3,550
3,20
1,1
27,27
6,6
27,27
6,6
21,21
20,20
43,486
1,4090
3,2
700,2000
1,589
3,17
12,12
1,1
1,12
12,12
1,2135
1,2135
20,20
1176,724
20,20
4084,4088
3,1924
5,5
27,43
3,17
21,21
31,31
1,5
31,31
20,20
1,5
3,2907
1,7
2,2
5,5
1,2135
1,1890
3,6
1,46
1,1
2,724
17,17
3,17
1,1332
20,20
2,916
3,17
1,17
1,4083
17,17
1,9
8,9
3,4085
1,4080
3,5
1,810
3,1342
3,7
4,4
18,18
3,4080
3,4080
3,17
3,14
1,17
5,1342
3,1531
3,1
3,1531
3,7
3,11
3,2
1,9
1,7
17,17
6,6
4078,4033
1,724
85,85
1,94
3,1
3,6
1,21
11,11
1,1531
3,17
3,8
3,17
3,589
3,8
17,17
3,2
3,25
3,25
1,3
1,94
1,55
1,6
4,4
1,3
17,17
6,6
1,82
1,1
4090,2
27,27
26,550
3,3
21,21
1,724
17,17
3,916
3,17
3,916
27,27
3,18
1,27
3,4
1,6
1,33
1,1
5,5
20,20
3,2135
1,4089
1,724
1,3
3,2496
3,916
1,5
1,4
3,43
5,20
3,4084
1,2135
1,1005
43,43
646,4018
3,18
14,14
8,8
3,20
3,1322
3,20
3,26
3,14
1,5
17,17
1,43
1,4
3,20
3,4005
1,1
1,1
11,11
1,1
3,4018
1,20
1,5
1,4084
3,31
8,8
17,17
3,1322
3,4088
3,1342
1,1
3,1135
1,4053
3,1
3,17
3,5
3,5
3,1924
3,1531
3,17
21,21
85,85
3,17
3,17
3,4
3,17
1,1
3,21
3,20
5,4
4090,4081
1,4033
1,2000
1,5
1,4093
2,1
1,4085
3,916
1,3692
18,18
3,20
3,8
1,4018
3,23
3,20
3,20
3,4
3,1
3,1230
3,1322
3,66
5,46
3,1963
6,6
3,6
18,18
4084,4088
3,4087
3,4087
1,1322
4084,5
21,21
43,765
1,3
20,20
3,916
1176,724
3,724
3,4080
3,1322
3,17
3,628
21,21
20,1
1,4005
5,31
3,2135
1,4087
1,589
3,1
4,4
8,11
4081,4089
4,4
8,11
4081,4089
27,27
17,17
1,2
3,875
3,1
20,20
4084,4083
1,1005
17,20
3,20
3,20
1,1
4084,4088
1,3
3,82
1,4090
3,3
3,8
4080,4090
82,97
6,2678
3,17
66,66
5,1322
3,20
3,1342
1,875
17,17
1,4087
17,17
43,3
1,4087
17,17
20,20
21,21
4016,4018
17,17
14,14
1,3
3,4090
1,4018
1,2
1,4
17,17
1,88
3,1
27,27
20,20
1,3
3,27
1,1058
14,1135
43,1322
1,1
1,916
1,4018
3,27
1,724
5,550
14,14
6,6
1,31
43,49
8,8
4080,4090
1176,724
3,5
1,4089
3,6
27,33
4090,4089
5,5
17,17
1,2119
1,5
1,2119
4,4
3,6
20,20
1,4005
17,17
1,1
21,21
4087,4083
1,4062
3,4093
1,2
1,1
3,7
11,11
4,4
1,4018
3,4
3,1
3,5
3,628
3,4087
4080,4090
3,85
1,29
5,1924
1167,2135
4084,3
1,4016
3,3
3,20
4083,4080
3,18
21,21
1877,1531
3,5
1,1005
17,1531
1,1
3,20
1,1058
3,26
3,20
20,20
5,18
1,1
1,1
5,3
3,5
1,82
1,5
1,4
1,4005
3,3
17,17
27,27
4083,4087
1877,24
1877,916
3,20
3,916
1,4018
1,4084
1,3
3,5
1,263
1,4005
3,9
20,20
4080,4090
8,18
3,21
3,3
3,6
1877,1826
20,20
1,1322
1,1342
1,18
1,1
1,6
1,23
3,3
3,1531
1,628
1,4085
4080,4090
1,1
17,17
18,18
3,6
3,724
1,724
3,2000
8,8
26,5
8,8
3,5
1,6
3,1058
1,4080
4080,4
3525,2342
1,20
1,3
3,916
3,550
1,808
20,5
1,4088
1,5
3,6
21,21
85,94
1,1
82,82
27,27
1,3398
3,1963
3,29
1,4089
1,2
17,17
27,27
17,17
1,2583
1,33
3,20
1,4033
3,1
1,4033
3,1
3,4016
3,1
1054,1322
17,17
3,94
3,4
3,17
17,17
3,5
1,916
5,916
3,4080
1,3
1,6
23,23
3,5
3,3
1,2
3,4080
17,17
3,11
17,17
82,85
1575,1576
1,27
3,661
4081,4080
1176,724
18,18
2,2
20,20
2,2
1,4005
1,1576
26,26
4090,4084
1,4
17,17
1,1322
3,3
1,4093
3959,2264
1,4
3,1322
1,31
4036,4033
1,724
3,23
1,589
1,4018
1,875
1,1005
82,43
1,27
3,20
3,1924
4083,4085
1,550
23,23
4,4
23,23
3,18
6,2583
1,6
1,4089
27,27
1,2
18,18
1,43
18,18
3,15
8,18
20,20
1,15
8,18
1,4045
4080,4
700,2000
3,2
4092,4085
20,20
6,6
3,5
1,11
3,1924
3,20
3,27
1,5
1,4005
1,4080
27,27
3,20
1,3
4,4
3525,3999
3,17
1,7
4083,4080
1,2
18,18
3,20
3,3
5,3692
1,1322
3,5
4080,4083
1,4033
3,4089
3,2
1,2
3,58
3,18
4084,4088
1,3
3,20
1176,724
17,17
1,4005
4092,4085
8,23
17,17
3,4087
1,91
1,31
21,21
1,1576
1,1576
3,5
1,4088
3,4089
3,21
3,1
1,1322
1,8
3,1322
26,26
1,2
1,4089
3,4081
3,550
1,2
26,26
1176,4080
1176,724
2,3
1,4089
3,1322
4090,4080
3,1322
1,2594
17,17
3,20
3,1
1,5
5,2074
18,18
1,21
1,4088
82,94
3,17
3,17
3,5
3,2
3,3
3,3
5,5
3,1322
4091,4093
1,1363
3,550
18,916
3,550
18,916
20,2
17,17
27,29
1,4018
4080,4085
3,20
1,2
6,6
3,916
3,1
1,3
1,4087
4084,661
1,916
3,17
1,29
1,3
1176,724
11,11
1,4080
3,4080
3,31
700,1539
17,17
1,2
4003,4005
1,18
5,875
3,1342
3,5
1,3398
1,5
3,20
1,1363
3,20
1,4085
1,4093
3,27
8,8
3,20
3,20
5,2583
5,31
3,17
1,6
20,20
3,12
20,20
20,20
20,20
1,4
1,589
3,1
3,24
3,97
4088,4087
4,4
4,4
1,1
46,58
3,2135
4083,4080
4,4
1,4
1,6
3,20
21,21
1,7
3,2
2138,2135
1,1005
4087,4083
6,6
3,17
3,11
1,3
27,27
3,4005
3,7
1,1
1,1363
3,1
1,4033
5,1715
1,1
3,20
20,20
4,4
4,4
4,4
21,21
530,1531
1,1
27,27
20,20
3,17
4084,4088
5,4
3,3
3,4
3,1924
1,4005
11,11
26,27
14,14
3,21
3,3
4036,4053
3,5
3,1924
1,4033
3,15
1,4015
1,2
3,4088
17,17
2,5
1,724
1,4018
3,6
20,20
17,17
4036,4053
1,1
3,1
3,12
3,4080
1,3
1,916
3,6
4,4
3,1
16,11
1,3701
4087,4083
1,4018
46,55
4083,4080
1,43
4084,4088
3,875
17,17
700,2000
17,17
4003,4005
46,46
6,6
2,2
18,18
1,1
5,12
27,33
1,1
1,4093
3,17
17,3
1,43
17,17
6,6
1,6
1,1924
4087,4083
26,45
27,27
27,1322
1,4
3,17
3,8
3,3
1,808
1,1
4,4
2,1058
20,20
6,6
1,4
20,20
1,8
3,97
1124,1322
1,5
1124,1322
3,5
8,8
26,26
3,18
1,43
5,17
1,4005
3,20
43,49
1,318
1,3
3,26
5,1058
3,17
20,20
27,29
6,4090
18,1342
1,4083
3,20
3,18
3,4
3,3
5,20
1,4
3,17
5,4018
1,1322
4090,3
1,2
3,18
3,20
4,4
3,1924
3,1924
5,18
4083,4080
1,4089
5,4018
1,1
3,5
3,3
5,4
1,589
6,6
24,24
3,9
1,1005
24,24
3,9
1,4
530,1531
1,19
4,4
4,4
17,17
2,4
4090,2
3,17
1,6
3,2000
6,6
17,17
21,21
3,4053
1,43
1942,5
3,875
1,3398
1,2
3,875
1,2491
1,916
1,4080
1,85
1,4
2,3
2,2
6,6
4,4
3,21
1,2583
17,17
1,4005
1,7
1,7
3,875
1,2
14,14
1,4
2138,1005
1,1776
3,17
2,4
1,3
85,85
21,21
18,18
1,4053
3,1
3,17
3,1
1203,628
3,2
2138,1005
5,26
5,18
27,27
27,27
1,4088
1,589
1,765
1,1
3,20
3,6
4084,4084
20,20
1,27
3,21
3,318
3,20
17,17
20,27
3,14
6,6
27,27
3,4
1,4085
3,20
3,24
3,20
3,17
15,15
4080,4090
1575,904
2,2
3,20
4084,4083
1,1963
6,6
4087,4083
17,17
1,1
3,21
1,1
1,4045
19,19
3,303
1,724
46,46
5,875
3,1
3,10
1,4005
3,1924
3,1
5,1924
1,1
3,3
1,5
1,27
1,5
3,1322
1,17
3,17
1,4080
1,94
1,4080
1,94
1,4005
3,2
1,4005
3,8
1,4083
3,17
20,20
3,1
11,11
6,6
24,24
3,24
3,17
2,3
4,4
3,15
26,5
3,19
15,15
20,20
3,5
3,2496
4,4
17,17
1,82
2,7
21,21
2,3
65,65
3,66
1176,724
3,875
3,3
82,82
1,1
3,17
3,2
1,4033
1,2
4090,4089
2,754
1,122
20,20
1,2342
17,17
27,1058
12,12
1,2678
82,82
4036,4033
1,1322
1,4080
1,2135
3,17
3,20
1,4005
1,17
3,916
1,1322
3,1924
3,17
3,11
4083,4
3,17
1,27
3,17
21,21
1,4044
3,27
5,5
14,23
1,2
3,20
1,1924
1,2074
5,2135
1,85
3,14
2,4005
5,20
1,1322
3,6
1,27
1,4093
3,5
20,23
1,1963
27,2
3,20
18,18
3,1934
1,550
3,2
23,23
17,23
6,6
3,1
20,20
1,4015
5,1322
3,20
3,20
1,1005
1,1
3,17
3,4084
3,17
5,7
15,15
1,26
3,18
3,18
3,18
1,4080
4084,4087
1,4083
1,550
3,12
27,27
4,4
1,1
1,4027
4084,4083
3,5
1,4
8,8
3,11
3,20
3,4
3,5
3,5
4090,4084
2834,3922
17,17
1,2
1,482
82,83
1,4087
5,3
2,5
3,3
3,2
27,27
1,27
18,18
17,17
17,17
1,3
3,1058
1,1005
46,26
1,1058
17,17
1,5
3,20
5,5
4083,4080
4080,4090
17,17
1176,724
4080,4090
17,17
20,20
1,5
1,3703
3,4005
3,1322
5,4
1,3
3,43
17,17
1,2
1,875
20,20
20,20
1,710
3,21
